category,state,price,year,avg_rating,business_suggestion
Painter,NH,*,2020,4.00,Recommended
Dress store,WA,***,2017,4.01,Recommended
Moving and storage service,WA,*,2017,3.48,Discreet
Mattress store,NH,*,2015,2.53,Discreet
Frozen yogurt shop,AL,**,2017,4.42,Recommended
Bakery,Unknown,**,2016,4.44,Recommended
Southeast Asian restaurant,AL,**,2018,4.43,Recommended
Jeweler,NH,**,2019,3.26,Discreet
Digital printer,AL,*,2015,2.17,Discreet
Hamburger restaurant,Unknown,*,2018,3.12,Discreet
Graphic designer,NM,**,2018,4.86,Highly recommended
Fire alarm supplier,NM,**,2018,4.62,Highly recommended
Clothing store,NM,*,2017,3.91,Recommended
Donut shop,WA,*,2019,4.46,Recommended
Catering food and drink supplier,AL,*,2019,4.44,Recommended
Poster store,AL,**,2015,3.40,Discreet
Appliance repair service,NH,**,2015,4.30,Recommended
Takeout Restaurant,AL,**,2018,4.24,Recommended
Watch store,AL,**,2018,4.27,Recommended
Sunglasses store,WA,*,2015,3.91,Recommended
Fence supply store,MS,*,2016,5.00,Highly recommended
Wholesaler,NM,***,2020,1.00,Not recommended
Vegetarian cafe and deli,WA,**,2016,4.65,Highly recommended
Paint manufacturer,AL,**,2015,4.14,Recommended
Medical spa,WA,**,2017,4.03,Recommended
Watch repair service,NH,***,2018,3.79,Recommended
Live music venue,AL,**,2019,4.36,Recommended
Coffee store,AL,*,2019,4.59,Highly recommended
Fax service,NH,**,2021,3.82,Recommended
Polish restaurant,WA,*,2017,4.91,Highly recommended
Lingerie store,NH,**,2016,3.86,Recommended
Wholesale grocer,AL,**,2017,1.44,Not recommended
Furniture store,AL,*,2020,4.22,Recommended
Cocktail bar,NM,**,2019,4.27,Recommended
Home goods store,WA,**,2021,4.21,Recommended
Juice shop,WA,**,2019,4.22,Recommended
Car wash,AL,**,2016,4.07,Recommended
Barbecue restaurant,WA,*,2015,4.23,Recommended
Used car dealer,MS,**,2016,4.46,Recommended
Lunch restaurant,MS,*,2019,3.74,Recommended
Butcher shop deli,WA,*,2017,4.85,Highly recommended
Home improvement store,MS,*,2018,4.15,Recommended
Trailer supply store,AL,**,2017,4.54,Highly recommended
Latin American restaurant,NM,**,2019,4.25,Recommended
Garden,NH,*,2019,4.22,Recommended
Grill,AL,*,2020,4.33,Recommended
Bistro,NM,*,2018,4.80,Highly recommended
Hobby store,NM,***,2017,4.63,Highly recommended
Contact lenses supplier,WA,**,2019,4.22,Recommended
Van rental agency,WA,*,2018,3.44,Discreet
Toyota dealer,WA,*,2016,4.77,Highly recommended
Home improvement store,NH,*,2015,3.94,Recommended
Jewelry store,WA,**,2016,3.42,Discreet
Barbecue restaurant,WA,**,2020,4.23,Recommended
Jewelry repair service,WA,***,2021,4.12,Recommended
Salad shop,MS,*,2019,4.01,Recommended
Pizza Takeout,Unknown,**,2019,4.95,Highly recommended
Barbecue area,WA,**,2018,4.33,Recommended
Party store,MS,**,2019,3.89,Recommended
Glass cutting service,NM,**,2019,4.51,Highly recommended
Internet service provider,NM,**,2019,4.21,Recommended
Restaurant,NH,***,2015,4.49,Recommended
Model shop,WA,**,2021,4.40,Recommended
Tire shop,NH,*,2019,3.74,Recommended
Sailing school,WA,**,2017,4.98,Highly recommended
Fire protection service,WA,**,2021,5.00,Highly recommended
Bubble tea store,WA,**,2019,4.26,Recommended
Takeout restaurant,MS,**,2017,3.74,Recommended
Cocktail bar,WA,****,2017,4.34,Recommended
Taiwanese restaurant,NM,**,2015,3.11,Discreet
Seafood restaurant,NH,**,2018,4.29,Recommended
Delivery Chinese restaurant,WA,***,2017,3.99,Recommended
Frozen dessert supplier,AL,*,2016,4.51,Highly recommended
Falafel restaurant,WA,**,2015,5.00,Highly recommended
Wholesaler,WA,**,2020,4.41,Recommended
Floor refinishing service,NH,**,2019,5.00,Highly recommended
Luggage store,NM,*,2021,4.34,Recommended
Internet cafe,AL,*,2020,5.00,Highly recommended
Bookbinder,WA,**,2020,5.00,Highly recommended
Auto parts store,NM,**,2018,4.33,Recommended
Greek restaurant,WA,*,2019,4.35,Recommended
Consignment shop,WA,***,2018,3.00,Discreet
Custom t-shirt store,AL,***,2020,4.54,Highly recommended
Volleyball court,WA,*,2015,3.00,Discreet
Puerto Rican restaurant,AL,**,2020,4.41,Recommended
Fashion accessories store,NM,**,2020,4.17,Recommended
Coffee stand,WA,**,2017,4.45,Recommended
Perfume store,WA,**,2016,3.72,Recommended
Catering food and drink supplier,NH,**,2020,4.25,Recommended
Janitorial equipment supplier,AL,**,2020,4.06,Recommended
Portuguese restaurant,WA,**,2021,3.97,Recommended
Skate shop,WA,**,2017,4.21,Recommended
Soft drinks shop,MS,*,2015,2.80,Discreet
Japanese sweets restaurant,WA,**,2020,4.45,Recommended
Market,MS,**,2018,4.56,Highly recommended
Microwave oven repair service,AL,**,2021,4.92,Highly recommended
Barber shop,WA,**,2018,4.60,Highly recommended
Grill store,MS,*,2020,4.08,Recommended
Construction equipment supplier,MS,**,2017,4.00,Recommended
Salad shop,NH,*,2017,4.03,Recommended
Record store,AL,*,2019,4.57,Highly recommended
British restaurant,NH,**,2021,4.83,Highly recommended
Home theater store,NH,**,2020,4.01,Recommended
Jewelry repair service,MS,**,2016,4.00,Recommended
Hydraulic equipment supplier,WA,**,2016,3.50,Discreet
Tea house,WA,**,2021,4.67,Highly recommended
Siding contractor,MS,**,2020,5.00,Highly recommended
Steak house,NH,*,2020,4.44,Recommended
Sandwich shop,Unknown,**,2018,4.10,Recommended
Fried chicken takeaway,WA,**,2018,3.78,Recommended
East African restaurant,WA,**,2019,3.53,Recommended
Beer store,Unknown,**,2020,4.05,Recommended
Knit shop,AL,**,2019,4.29,Recommended
Chicken restaurant,MS,*,2020,3.80,Recommended
Furniture rental service,MS,*,2018,3.33,Discreet
Chinese takeaway,NH,*,2018,3.54,Recommended
Lumber store,MS,**,2020,4.07,Recommended
Perfume store,MS,**,2017,3.87,Recommended
Asian fusion restaurant,MS,**,2016,4.20,Recommended
Warehouse store,NH,**,2015,4.56,Highly recommended
Catering food and drink supplier,NM,*,2015,3.00,Discreet
Fast food restaurant,NH,***,2018,1.00,Not recommended
Paint store,NH,**,2015,4.17,Recommended
Cookie shop,MS,**,2017,4.09,Recommended
Work clothes store,AL,**,2016,3.31,Discreet
Stadium,AL,**,2021,4.41,Recommended
Mexican torta restaurant,MS,**,2021,4.08,Recommended
Laser tag center,NM,**,2019,4.27,Recommended
Construction machine rental service,WA,*,2020,4.05,Recommended
Teppanyaki restaurant,MS,**,2017,4.19,Recommended
Cosmetics store,WA,**,2016,3.71,Recommended
Men's clothing store,MS,**,2020,4.23,Recommended
Nuevo Latino restaurant,WA,**,2015,3.60,Recommended
Beauty salon,NM,*,2019,2.50,Discreet
School supply store,MS,*,2020,4.11,Recommended
Sunglasses store,WA,***,2021,4.03,Recommended
Sewing shop,MS,**,2017,4.19,Recommended
Silversmith,AL,***,2020,3.97,Recommended
Banquet hall,NH,**,2017,4.14,Recommended
Washer & dryer repair service,NM,**,2020,3.56,Recommended
Hot dog restaurant,NM,**,2020,4.17,Recommended
Knit shop,WA,**,2018,4.17,Recommended
Chicken restaurant,NH,*,2018,3.72,Recommended
Frozen dessert supplier,NM,*,2020,4.32,Recommended
Chicken wings restaurant,WA,**,2018,4.08,Recommended
Vitamin & supplements store,AL,*,2020,3.72,Recommended
Social club,WA,**,2015,3.60,Recommended
Cell phone store,NM,**,2017,3.99,Recommended
Halal restaurant,AL,*,2021,3.92,Recommended
Hamburger restaurant,AL,*,2021,3.70,Recommended
Mexican grocery store,WA,*,2020,4.29,Recommended
Caribbean restaurant,MS,**,2021,4.65,Highly recommended
Shoe store,MS,**,2017,3.95,Recommended
Wedding bakery,NH,**,2015,4.67,Highly recommended
Pho restaurant,WA,**,2020,4.56,Highly recommended
Dart supply store,WA,*,2020,4.49,Recommended
Electronics store,MS,**,2018,4.25,Recommended
Sporting goods store,NH,***,2016,3.33,Discreet
Oyster bar restaurant,AL,**,2019,4.35,Recommended
Jeweler,NM,***,2021,4.33,Recommended
Delivery service,MS,*,2019,4.54,Highly recommended
Bar & grill,NM,***,2019,4.36,Recommended
Health food store,NM,**,2019,4.10,Recommended
Tourist attraction,WA,*,2016,4.68,Highly recommended
Office furniture store,AL,***,2015,2.75,Discreet
Model shop,AL,**,2017,4.33,Recommended
Home theater store,NM,**,2018,4.13,Recommended
Shopping mall,WA,**,2018,4.20,Recommended
Asian fusion restaurant,NH,**,2021,4.46,Recommended
Jeweler,NH,***,2018,3.71,Recommended
Furniture store,AL,**,2017,4.10,Recommended
Bubble tea store,WA,**,2020,4.23,Recommended
Pharmacy,MS,*,2021,3.68,Recommended
Appliance store,AL,*,2017,3.96,Recommended
Cabinet store,Unknown,*,2020,3.89,Recommended
Barbecue restaurant,AL,*,2017,4.46,Recommended
Cantonese restaurant,WA,*,2018,4.21,Recommended
Rest stop,WA,**,2021,4.00,Recommended
Manufacturer,AL,**,2018,4.44,Recommended
Do-it-yourself shop,MS,**,2018,4.66,Highly recommended
Pub,NH,***,2019,4.37,Recommended
Tropical fish store,WA,**,2019,4.23,Recommended
Hot dog restaurant,WA,*,2017,4.50,Highly recommended
Bridal shop,NM,**,2020,4.80,Highly recommended
South Asian restaurant,WA,**,2016,3.73,Recommended
Steak house,AL,***,2017,4.45,Recommended
Barber supply store,AL,*,2016,4.15,Recommended
Vegetarian restaurant,WA,**,2016,4.34,Recommended
Lounge,NM,***,2018,4.11,Recommended
Salvadoran restaurant,WA,*,2016,4.33,Recommended
Diamond dealer,MS,***,2020,4.12,Recommended
Tofu shop,WA,*,2020,4.27,Recommended
Photocopiers supplier,AL,**,2017,4.50,Recommended
Sportswear store,MS,**,2016,3.75,Recommended
Pretzel store,WA,*,2015,3.63,Recommended
Electronics repair shop,NH,**,2018,4.17,Recommended
Sportswear store,MS,***,2015,4.50,Recommended
Chinese food,WA,**,2017,3.96,Recommended
Crêperie,WA,**,2016,4.14,Recommended
Mattress store,AL,*,2018,4.59,Highly recommended
Professional services,AL,*,2019,4.56,Highly recommended
Delivery service,NM,**,2015,4.00,Recommended
Appliance repair service,Unknown,**,2018,4.04,Recommended
Sports bar,NM,*,2015,3.86,Recommended
Laser tag center,NM,**,2017,4.03,Recommended
Down home cooking restaurant,NH,*,2021,4.80,Highly recommended
Food store,NM,**,2018,4.00,Recommended
Wine store,NM,***,2015,5.00,Highly recommended
Video store,NM,**,2019,4.18,Recommended
Used book store,NM,*,2020,4.31,Recommended
Mattress store,MS,***,2020,4.79,Highly recommended
Halal restaurant,WA,*,2018,4.45,Recommended
Gift wrap store,WA,**,2015,4.00,Recommended
Lawn equipment rental service,WA,**,2021,3.26,Discreet
Book store,AL,**,2016,4.43,Recommended
Live music venue,NH,*,2020,4.48,Recommended
Bedroom furniture store,AL,***,2016,4.30,Recommended
Home improvement store,WA,*,2017,3.70,Recommended
Computer consultant,NM,**,2017,3.76,Recommended
Noodle shop,WA,*,2015,4.32,Recommended
Sunglasses store,WA,**,2021,4.18,Recommended
Women's clothing store,NH,***,2021,4.28,Recommended
Gift shop,WA,***,2019,4.18,Recommended
Lingerie store,NH,**,2020,4.25,Recommended
Chicken wings restaurant,NH,**,2021,4.11,Recommended
Used car dealer,AL,*,2021,4.70,Highly recommended
Soul food restaurant,NM,*,2018,4.55,Highly recommended
Leather goods store,AL,***,2021,3.73,Recommended
Bird shop,NM,**,2020,4.41,Recommended
Gift basket store,MS,**,2017,4.57,Highly recommended
Dessert shop,NM,*,2019,4.34,Recommended
Plumber,MS,*,2019,4.30,Recommended
Outlet store,NM,**,2015,1.00,Not recommended
Toy store,MS,*,2018,4.05,Recommended
Repair service,WA,**,2020,5.00,Highly recommended
Record store,WA,***,2017,3.60,Recommended
Pakistani restaurant,WA,**,2017,4.17,Recommended
Wholesale grocer,AL,*,2015,3.43,Discreet
Restaurant,NH,**,2017,4.22,Recommended
Construction equipment supplier,NM,**,2021,4.00,Recommended
Car dealer,NM,**,2016,3.70,Recommended
Ski rental service,WA,***,2020,4.47,Recommended
Electronics store,NM,***,2019,4.04,Recommended
Bistro,NH,**,2016,4.38,Recommended
Coffee shop,AL,*,2015,3.10,Discreet
Cell phone accessory store,WA,**,2021,3.97,Recommended
Jeans shop,NH,**,2018,4.35,Recommended
Marble supplier,WA,*,2020,4.21,Recommended
Pool hall,MS,**,2017,4.63,Highly recommended
Deli,NM,*,2018,3.87,Recommended
Plus size clothing store,MS,*,2021,4.44,Recommended
Salad shop,WA,*,2017,3.93,Recommended
Office supply store,NH,**,2020,3.32,Discreet
Soup shop,WA,**,2021,4.42,Recommended
Warehouse store,NM,**,2018,4.53,Highly recommended
Canadian restaurant,WA,**,2021,4.28,Recommended
Lounge,NM,***,2016,3.86,Recommended
Candy store,NH,**,2021,4.03,Recommended
Christian book store,NM,**,2016,4.25,Recommended
Rest stop,NM,**,2018,3.62,Recommended
Oyster bar restaurant,WA,**,2017,4.61,Highly recommended
Shipping and mailing service,WA,**,2019,3.35,Discreet
Golf driving range,NH,*,2019,4.66,Highly recommended
Art gallery,NM,**,2020,4.29,Recommended
Gastropub,NH,**,2021,4.61,Highly recommended
Mexican restaurant,NM,****,2020,2.35,Discreet
Gift basket store,NM,**,2021,4.61,Highly recommended
Chinese bakery,WA,*,2018,4.19,Recommended
Garden center,AL,***,2020,4.49,Recommended
Fish & chips restaurant,NH,**,2016,4.60,Highly recommended
Eastern European restaurant,WA,*,2016,4.86,Highly recommended
Musical instrument store,WA,*,2020,4.63,Highly recommended
Banquet hall,WA,*,2019,4.25,Recommended
DVD store,WA,*,2016,4.61,Highly recommended
Gay night club,AL,*,2018,4.06,Recommended
Live music venue,Unknown,**,2016,4.21,Recommended
Confectionery,NM,**,2017,5.00,Highly recommended
Discount supermarket,WA,*,2017,4.01,Recommended
Fabric store,WA,**,2018,4.28,Recommended
Korean restaurant,NM,**,2015,4.44,Recommended
Electronics store,WA,*,2020,3.66,Recommended
Hot dog stand,MS,**,2021,4.35,Recommended
Pub,NH,**,2015,4.23,Recommended
Dessert shop,NH,***,2017,4.46,Recommended
Gift basket store,MS,**,2021,4.67,Highly recommended
Sugar shack,NH,**,2016,4.63,Highly recommended
Mexican goods store,WA,**,2020,4.47,Recommended
Doll store,MS,**,2015,4.75,Highly recommended
Cider bar,WA,*,2015,3.50,Discreet
Greek restaurant,WA,*,2015,4.40,Recommended
Toy store,NM,**,2017,4.16,Recommended
Pan-Asian restaurant,WA,**,2018,4.22,Recommended
Wedding venue,WA,**,2018,4.21,Recommended
Kyoto style Japanese restaurant,WA,**,2017,4.30,Recommended
Irrigation equipment supplier,WA,**,2019,5.00,Highly recommended
Grocery delivery service,NH,**,2015,3.03,Discreet
Microwave oven repair service,AL,**,2020,3.27,Discreet
Warehouse,AL,**,2016,4.00,Recommended
Bar,WA,*,2015,4.22,Recommended
Industrial equipment supplier,AL,**,2016,2.00,Not recommended
Hawaiian goods store,NM,**,2017,4.43,Recommended
Fruit and vegetable store,WA,**,2020,4.39,Recommended
Music store,MS,**,2016,4.28,Recommended
Pet supply store,MS,**,2020,4.33,Recommended
Kosher restaurant,WA,*,2016,4.38,Recommended
Pizza restaurant,AL,**,2017,4.33,Recommended
Organic restaurant,NM,**,2015,4.31,Recommended
Italian restaurant,NM,***,2016,4.29,Recommended
Music store,WA,*,2018,4.21,Recommended
Southwestern restaurant (US),NM,***,2017,3.06,Discreet
Optometrist,NH,*,2020,2.67,Discreet
Cigar shop,NH,*,2020,4.37,Recommended
Gluten-free restaurant,MS,**,2015,3.64,Recommended
Distribution service,WA,***,2019,3.93,Recommended
Grocery store,Unknown,*,2018,4.31,Recommended
Pub,MS,*,2020,4.44,Recommended
Beer store,MS,***,2021,4.40,Recommended
Persian restaurant,WA,**,2019,4.31,Recommended
Asian restaurant,MS,**,2019,4.23,Recommended
Photo lab,AL,*,2017,4.03,Recommended
Tractor repair shop,AL,**,2020,1.67,Not recommended
Health food restaurant,MS,**,2018,4.41,Recommended
Work clothes store,NM,**,2017,5.00,Highly recommended
Liquor store,NM,***,2016,2.00,Not recommended
Electrician,AL,*,2015,1.00,Not recommended
Wine store,MS,***,2017,4.63,Highly recommended
Creole restaurant,MS,**,2016,4.38,Recommended
Air conditioning repair service,AL,*,2016,1.00,Not recommended
Indian grocery store,NM,**,2015,5.00,Highly recommended
Japanese regional restaurant,WA,***,2020,4.69,Highly recommended
Salvadoran restaurant,WA,**,2021,3.97,Recommended
Latin American restaurant,WA,*,2019,4.27,Recommended
Computer store,MS,**,2016,3.64,Recommended
Television repair service,WA,**,2015,2.00,Not recommended
Frozen yogurt shop,MS,**,2019,4.20,Recommended
Promotional products supplier,AL,**,2020,3.58,Recommended
Warehouse store,WA,**,2021,4.54,Highly recommended
Indian takeaway,AL,**,2021,4.20,Recommended
Mattress store,WA,*,2016,4.46,Recommended
Car wash,NH,**,2018,3.34,Discreet
Soup shop,WA,*,2021,4.19,Recommended
Beer store,AL,*,2021,4.11,Recommended
Coffee store,NH,*,2021,3.59,Recommended
Plumber,NM,*,2016,3.75,Recommended
Electrician,NM,**,2018,3.50,Discreet
Shelter,AL,*,2018,3.40,Discreet
Beer store,NM,**,2016,4.67,Highly recommended
Washer & dryer repair service,Unknown,**,2016,4.53,Highly recommended
Cutlery store,WA,***,2016,4.23,Recommended
Wedding store,WA,**,2016,4.12,Recommended
Coffee roasters,AL,*,2017,4.77,Highly recommended
Children's clothing store,NM,***,2021,4.22,Recommended
Boat cover supplier,WA,**,2019,4.34,Recommended
Beer garden,NM,**,2019,4.36,Recommended
Tropical fish store,AL,**,2019,4.31,Recommended
Oyster bar restaurant,NM,***,2021,3.42,Discreet
Bedding store,WA,**,2020,4.19,Recommended
Tool wholesaler,AL,***,2021,2.00,Not recommended
Hot dog restaurant,WA,**,2016,4.29,Recommended
Vietnamese restaurant,NM,*,2019,4.41,Recommended
Animal feed store,AL,**,2020,4.47,Recommended
Office furniture store,NH,***,2020,4.73,Highly recommended
General store,MS,*,2018,4.33,Recommended
French restaurant,NH,***,2020,4.50,Recommended
Party store,AL,*,2015,4.20,Recommended
Contact lenses supplier,AL,*,2017,3.87,Recommended
Irish pub,WA,*,2015,3.70,Recommended
Creole restaurant,MS,*,2015,5.00,Highly recommended
Bowling alley,WA,*,2019,4.39,Recommended
Donut shop,NM,*,2019,4.34,Recommended
Beer store,MS,***,2019,4.66,Highly recommended
Craft store,AL,*,2017,4.10,Recommended
Candy store,NH,**,2017,4.26,Recommended
Soul food restaurant,AL,**,2017,4.41,Recommended
Peruvian restaurant,MS,*,2015,5.00,Highly recommended
Custom t-shirt store,WA,***,2018,4.04,Recommended
Health food store,WA,*,2016,4.21,Recommended
Video arcade,WA,*,2018,4.57,Highly recommended
Food service,AL,*,2021,4.15,Recommended
Vegetarian restaurant,AL,**,2016,4.42,Recommended
Tobacco shop,WA,*,2021,2.74,Discreet
Jewelry store,MS,***,2017,3.49,Discreet
Food and drink,WA,*,2017,3.56,Recommended
Tapas bar,WA,***,2018,4.59,Highly recommended
Night club,NH,*,2019,4.66,Highly recommended
Automobile storage facility,MS,*,2019,2.00,Not recommended
Car battery store,AL,*,2016,3.18,Discreet
Kitchen furniture store,AL,**,2020,4.11,Recommended
Catering food and drink supplier,NM,*,2018,4.03,Recommended
Fine dining restaurant,AL,**,2019,4.27,Recommended
Jamaican restaurant,MS,**,2020,4.37,Recommended
Cold noodle restaurant,WA,**,2020,3.10,Discreet
Data recovery service,MS,**,2015,1.00,Not recommended
Doll store,NM,**,2015,4.18,Recommended
Vegetarian restaurant,NH,**,2021,4.44,Recommended
Breakfast restaurant,WA,***,2016,4.36,Recommended
Health food store,AL,*,2017,4.68,Highly recommended
Jeans shop,MS,**,2020,4.43,Recommended
Italian restaurant,WA,***,2021,4.53,Highly recommended
Appliance repair service,NM,**,2019,2.29,Discreet
Vegetarian restaurant,AL,**,2017,4.48,Recommended
Argentinian restaurant,WA,*,2017,4.77,Highly recommended
Kosher grocery store,WA,**,2018,5.00,Highly recommended
Latin American restaurant,MS,*,2015,4.09,Recommended
Hamburger restaurant,WA,*,2017,3.71,Recommended
