category,state,price,year,avg_rating,business suggestion
Car repair and maintenance,NM,*,2018,5.0,Highly recommended
Corporate entertainment service,NM,**,2017,4.026119402985074,Recommended
Hunan restaurant,AL,*,2017,3.1739130434782608,Discreet
Watch store,MS,**,2018,4.28926516572858,Recommended
Neapolitan restaurant,AL,**,2021,4.125,Recommended
Mobile money agent,WA,*,2020,5.0,Highly recommended
Caribbean restaurant,WA,*,2021,4.71388671764971,Highly recommended
New American restaurant,AL,*,2017,4.383918712754344,Recommended
Contact lenses supplier,MS,*,2016,4.0,Recommended
Shipping service,AL,**,2019,3.3735901741134997,Discreet
Lebanese restaurant,NH,*,2018,4.483308494783905,Recommended
Fried chicken takeaway,AL,**,2021,4.408189945780827,Recommended
Childrens store,MS,**,2021,1.0,Not recommended
Irish pub,WA,*,2016,4.109832485625829,Recommended
Amusement center,AL,**,2021,4.2492127496159755,Recommended
Non-profit organization,NH,*,2020,4.666666666666667,Highly recommended
Butcher shop,WA,***,2017,4.729084347136253,Highly recommended
Fast food restaurant,Unknown,*,2016,2.9818627450980393,Discreet
Window treatment store,NH,*,2021,4.192204523096298,Recommended
Jewelry designer,WA,****,2015,4.0,Recommended
Wedding venue,MS,*,2017,4.705882352941177,Highly recommended
Chinese takeaway,WA,**,2016,3.7307462378890954,Recommended
New American restaurant,Unknown,**,2016,3.8375,Recommended
Beauty supply store,NM,***,2016,2.9017857142857144,Discreet
Gift basket store,WA,***,2018,4.701773835920177,Highly recommended
Church supply store,AL,**,2015,5.0,Highly recommended
Crab house,AL,**,2017,4.078378346569946,Recommended
Fashion accessories store,WA,****,2019,4.222222222222222,Recommended
Construction material wholesaler,NH,***,2021,3.0,Discreet
Breakfast restaurant,MS,*,2021,3.698953807681788,Recommended
Mediterranean restaurant,NH,***,2016,3.977564102564102,Recommended
Hot dog stand,NH,**,2021,4.403137880422742,Recommended
Pan-Asian restaurant,NH,**,2015,5.0,Highly recommended
Trailer supply store,WA,*,2019,3.0659576109642255,Discreet
Gluten-free restaurant,WA,***,2016,4.283190883190883,Recommended
Gas station,NH,*,2021,3.6896358543417365,Recommended
Rug store,NH,**,2016,3.263888888888889,Discreet
Health food restaurant,MS,**,2019,4.442412636389718,Recommended
South Asian restaurant,NH,**,2019,3.3777777777777778,Discreet
Home improvement store,Unknown,*,2016,3.391304347826087,Discreet
Hot dog restaurant,NM,**,2021,4.209141651482044,Recommended
Jeans shop,NH,**,2019,4.2314688811551555,Recommended
Goldsmith,AL,***,2015,2.708333333333333,Discreet
Fine dining restaurant,NH,****,2017,2.8,Discreet
Jewelry engraver,NH,**,2018,4.25,Recommended
Gift basket store,AL,***,2016,4.888888888888889,Highly recommended
Vegan restaurant,AL,**,2020,4.341711339803367,Recommended
Mobile phone repair shop,NM,**,2015,1.5,Not recommended
Baby clothing store,NH,**,2018,4.0053214732166795,Recommended
Jewish restaurant,AL,**,2019,4.495412844036697,Recommended
Natural goods store,MS,***,2021,4.424657534246576,Recommended
Variety store,NH,**,2019,4.148514851485149,Recommended
Nepalese restaurant,AL,*,2015,4.2727272727272725,Recommended
Sunglasses store,WA,***,2018,3.8715395869135487,Recommended
Gourmet grocery store,AL,***,2017,4.816666666666666,Highly recommended
Music store,MS,*,2018,4.400992644320197,Recommended
Barber shop,NM,**,2017,4.5,Recommended
Rice shop,WA,*,2019,4.688524590163935,Highly recommended
Moving and storage service,WA,*,2021,3.12704560994561,Discreet
Building materials supplier,MS,*,2019,4.177137147294857,Recommended
Hardware store,NM,*,2017,3.9617440613011357,Recommended
Cafeteria,WA,**,2020,4.202426082819839,Recommended
French restaurant,NH,**,2019,4.445575842696629,Recommended
Supermarket,WA,**,2017,4.494224846997864,Recommended
Tea house,NM,*,2018,4.592473304169611,Highly recommended
Vegetarian restaurant,NM,*,2020,3.914091096771783,Recommended
Paper distributor,NH,**,2019,4.053895296787454,Recommended
Book store,NM,*,2018,5.0,Highly recommended
Small plates restaurant,NM,***,2020,4.310344827586207,Recommended
Music store,NH,**,2019,4.190176333234268,Recommended
Air conditioning repair service,Unknown,**,2016,4.534851621808143,Highly recommended
Grocery store,NH,**,2018,4.092846801719091,Recommended
Cajun restaurant,NM,*,2020,3.882489778047802,Recommended
Social services organization,MS,*,2018,4.438095238095238,Recommended
Italian grocery store,NH,**,2021,4.551020408163265,Highly recommended
Bistro,NM,***,2018,4.489492855141496,Recommended
Packaging supply store,NM,*,2020,3.224380064380065,Discreet
Chinaware store,AL,***,2017,5.0,Highly recommended
Tiki bar,WA,*,2021,4.540983606557377,Highly recommended
Beverage distributor,NH,*,2015,4.0,Recommended
Breakfast restaurant,NM,*,2019,3.875722776474431,Recommended
Video store,AL,**,2016,3.736126631166799,Recommended
Coffee shop,NM,*,2019,3.951230077042539,Recommended
Dress store,AL,***,2019,4.3405469783784465,Recommended
Latin American restaurant,AL,***,2020,4.2180070954425215,Recommended
Discount store,NH,*,2019,4.068728022754433,Recommended
Food products supplier,NH,*,2020,1.0,Not recommended
Delivery Restaurant,Unknown,*,2016,3.6,Recommended
Exhibit,AL,**,2016,4.785714285714286,Highly recommended
Rest stop,NH,**,2021,2.3333333333333335,Discreet
Shipping company,AL,**,2018,3.7710518792801393,Recommended
Mexican torta restaurant,WA,*,2015,4.333333333333333,Recommended
Comedy club,WA,**,2017,4.1829243635695255,Recommended
Yarn store,WA,**,2021,4.3407627882887505,Recommended
Window treatment store,MS,*,2015,3.854166666666666,Recommended
Tuxedo shop,NM,***,2015,5.0,Highly recommended
Beauty supply store,MS,***,2015,5.0,Highly recommended
Southern Italian restaurant,NH,**,2017,3.8793103448275863,Recommended
Discount store,WA,**,2021,3.0616402116402117,Discreet
Sushi takeaway,NM,**,2018,4.424028268551237,Recommended
Swimwear store,NH,**,2018,4.29989757461994,Recommended
Picture frame shop,MS,**,2019,4.491147144002681,Recommended
Floor refinishing service,NH,**,2019,5.0,Highly recommended
Ice cream shop,NH,*,2019,4.404437664455636,Recommended
Poster store,WA,**,2021,3.648907386902273,Recommended
Craft store,MS,*,2015,3.5949341886731006,Recommended
Puerto Rican restaurant,AL,*,2019,4.675931677018633,Highly recommended
Turkish restaurant,AL,**,2019,4.434782608695652,Recommended
Taco restaurant,NH,***,2020,5.0,Highly recommended
Middle Eastern restaurant,AL,*,2016,3.8,Recommended
Hamburger restaurant,MS,*,2020,3.7540514029849854,Recommended
Self-storage facility,NH,*,2019,3.0732070707070704,Discreet
Corporate gift supplier,WA,**,2016,3.1517857142857144,Discreet
Produce market,NM,*,2020,4.172078276219233,Recommended
Health food store,MS,**,2018,4.156825396825397,Recommended
Jewelry store,NH,***,2016,3.390909090909091,Discreet
Japanese curry restaurant,WA,**,2021,4.121031746031746,Recommended
Barbecue restaurant,MS,**,2017,4.186561408255221,Recommended
Generator shop,NM,***,2018,4.433333333333334,Recommended
Pharmacy,NM,**,2020,3.3424036281179146,Discreet
Siding contractor,WA,**,2015,5.0,Highly recommended
Movie rental kiosk,AL,*,2021,4.65,Highly recommended
Auto repair shop,NM,**,2018,4.066666666666666,Recommended
Social services organization,AL,*,2021,3.910037878787879,Recommended
Warehouse club,WA,*,2018,3.6590637558379497,Recommended
Casino,NH,**,2019,4.039925373134328,Recommended
Sunglasses store,AL,**,2021,4.2476190476190485,Recommended
Wallpaper store,NH,**,2017,4.778846153846154,Highly recommended
Flooring store,AL,**,2018,5.0,Highly recommended
Watch repair service,WA,**,2019,3.505034471701139,Recommended
Bird shop,MS,**,2021,4.189773881251454,Recommended
Vitamin & supplements store,AL,**,2021,3.9383103269895727,Recommended
Discount supermarket,AL,*,2020,4.040235839805293,Recommended
Kitchen supply store,MS,*,2015,3.8472222222222223,Recommended
Knit shop,AL,**,2016,4.1,Recommended
Donut shop,NH,**,2019,4.57027027027027,Highly recommended
Custom t-shirt store,AL,**,2017,3.555628177196805,Recommended
Diesel fuel supplier,AL,*,2018,3.2200652093195945,Discreet
Canadian restaurant,WA,**,2016,3.978958243958244,Recommended
Uniform store,AL,**,2021,3.6666666666666665,Recommended
Cafe,WA,***,2017,4.299562784696737,Recommended
Gift basket store,AL,**,2021,4.643083593712035,Highly recommended
Underwear store,AL,**,2020,4.349276094276094,Recommended
Wedding bakery,AL,*,2016,4.828703703703703,Highly recommended
Bag shop,MS,***,2019,4.537313432835821,Highly recommended
Home improvement store,NM,**,2020,4.435398348834115,Recommended
Produce market,MS,*,2020,4.270047642508629,Recommended
Cabinet store,MS,*,2017,4.029807092661189,Recommended
French steakhouse restaurant,WA,***,2020,4.810344827586207,Highly recommended
Washer & dryer repair service,NH,**,2021,3.583333333333333,Recommended
Dumpling restaurant,WA,*,2020,4.202296462096222,Recommended
Japanese restaurant,NM,**,2019,4.375770855604121,Recommended
Pasta shop,AL,*,2017,4.069728587015821,Recommended
Dry wall supply store,MS,*,2018,3.0,Discreet
Drug store,AL,*,2020,4.112367352410311,Recommended
Wine store,NM,**,2016,4.474199957760883,Recommended
Cheesesteak restaurant,NM,*,2017,4.0,Recommended
Fine dining restaurant,NH,*,2019,4.338235294117647,Recommended
Grill,AL,*,2018,4.280487507862946,Recommended
Photo shop,NH,*,2021,5.0,Highly recommended
Barber shop,NM,**,2016,4.6923076923076925,Highly recommended
Children's amusement center,NH,**,2018,3.9417210472521425,Recommended
Vietnamese restaurant,AL,**,2021,4.541666666666667,Highly recommended
Marina,MS,**,2018,4.1568627450980395,Recommended
Traditional restaurant,WA,**,2021,4.157407407407407,Recommended
Soup restaurant,Unknown,**,2020,3.929148090131341,Recommended
Electronics store,NM,***,2016,3.8596491228070176,Recommended
Thrift store,MS,*,2017,4.023708463378541,Recommended
Coffee roasters,WA,*,2016,4.391528543747516,Recommended
Custom t-shirt store,AL,**,2020,4.304842118928931,Recommended
Steak house,AL,*,2020,4.401459349671161,Recommended
Security service,NH,**,2017,1.0,Not recommended
Food producer,NH,**,2018,4.3908629441624365,Recommended
Deli,NM,**,2019,4.310664615528836,Recommended
Pizza delivery,NH,**,2019,4.2173261951790275,Recommended
Vegetarian restaurant,NH,*,2017,3.644702387794286,Recommended
Outdoor swimming pool,WA,*,2018,4.363636363636363,Recommended
Box lunch supplier,AL,*,2019,4.336473198974971,Recommended
Janitorial equipment supplier,NM,**,2020,5.0,Highly recommended
Pool billard club,AL,*,2017,4.714285714285714,Highly recommended
Home audio store,AL,**,2021,4.4,Recommended
Cell phone store,WA,***,2016,3.2051282051282053,Discreet
Live music bar,WA,**,2018,4.294504436856775,Recommended
Breakfast restaurant,WA,***,2017,4.441973880138773,Recommended
Corporate entertainment service,NH,**,2021,4.27906976744186,Recommended
Craft store,MS,*,2019,4.0921708359216336,Recommended
Craft store,NH,*,2020,4.045019835097036,Recommended
Tool store,NM,*,2015,3.5199441584056967,Recommended
Furniture store,MS,*,2020,4.132345545783774,Recommended
Childrens store,MS,**,2020,5.0,Highly recommended
Vegetarian restaurant,WA,**,2016,4.3359972068264705,Recommended
Outerwear store,NM,**,2019,4.563131313131314,Highly recommended
Mediterranean restaurant,WA,**,2021,4.546537655897359,Highly recommended
Sushi restaurant,WA,*,2015,3.9639936621643934,Recommended
Laotian restaurant,NM,*,2021,4.2,Recommended
Leather coats store,WA,***,2020,3.3076923076923075,Discreet
Reptile store,NM,**,2017,3.824042501616031,Recommended
Box lunch supplier,MS,*,2019,4.267537335426211,Recommended
Butcher shop deli,WA,**,2017,4.615384615384615,Highly recommended
Jewelry store,AL,***,2020,4.102907602936777,Recommended
Pizza takeaway,WA,*,2019,4.142383561611779,Recommended
Naturopathic practitioner,WA,**,2015,5.0,Highly recommended
Donut shop,Unknown,*,2021,4.106870229007634,Recommended
Dessert shop,Unknown,*,2019,4.304214559386973,Recommended
Oyster bar restaurant,AL,*,2017,4.444730392156863,Recommended
Toy store,AL,**,2019,4.270660591856728,Recommended
Envelope supplier,WA,**,2019,5.0,Highly recommended
Beverage distributor,NH,**,2020,4.173076923076923,Recommended
South American restaurant,WA,**,2016,3.6022727272727275,Recommended
Vietnamese restaurant,NH,*,2020,4.65530303030303,Highly recommended
Chinese noodle restaurant,WA,*,2021,4.343794871794872,Recommended
Korean restaurant,NH,**,2017,4.510386999673728,Highly recommended
Maternity store,AL,**,2016,3.5,Discreet
BBQ area,MS,**,2015,3.3333333333333335,Discreet
Copying supply store,NM,**,2020,4.214285714285714,Recommended
Chauffeur service,AL,**,2016,4.4709537123330225,Recommended
Takeout restaurant,WA,**,2018,4.1136948251198335,Recommended
Jeans shop,AL,**,2020,4.21408128908129,Recommended
Wi-Fi spot,MS,**,2018,4.810126582278481,Highly recommended
Used office furniture store,WA,**,2018,4.020296023839296,Recommended
Catering,NH,**,2017,4.0,Recommended
Tea store,WA,*,2016,4.756117908787542,Highly recommended
Fireplace store,AL,***,2018,4.285714285714286,Recommended
Evangelical church,NM,*,2021,3.5,Discreet
Teppanyaki restaurant,NM,**,2021,4.2895962732919255,Recommended
T-shirt store,MS,***,2021,4.666666666666667,Highly recommended
Bank,NM,**,2017,4.409836065573771,Recommended
Southeast Asian restaurant,MS,*,2020,4.537723785166241,Highly recommended
Retaining wall supplier,NH,*,2018,4.305555555555555,Recommended
Live music venue,MS,**,2016,4.4425032098093915,Recommended
Toner cartridge supplier,WA,**,2016,4.5,Recommended
Jeweler,MS,**,2017,3.6944444444444446,Recommended
Sunglasses store,AL,*,2015,4.027777777777778,Recommended
Frozen yogurt shop,WA,**,2018,4.3319174331646035,Recommended
Jewelry engraver,WA,****,2016,3.5833333333333335,Recommended
Pasta shop,WA,***,2015,3.8807692307692307,Recommended
Brunch restaurant,NM,**,2019,4.51016656639605,Highly recommended
Warehouse store,AL,**,2017,4.612960198358476,Highly recommended
Soup restaurant,NH,**,2021,4.12150864426315,Recommended
Middle Eastern restaurant,WA,**,2015,4.560560670825726,Highly recommended
Gyro restaurant,AL,**,2018,4.306097052725773,Recommended
Pharmacy,MS,*,2019,3.3623545441492304,Discreet
American restaurant,MS,***,2021,4.418138236384654,Recommended
Creole restaurant,AL,**,2017,4.233851674641148,Recommended
Children's party service,WA,*,2017,4.498803418803419,Recommended
Cheesesteak restaurant,WA,*,2021,3.791746794871795,Recommended
Cookie shop,NH,***,2017,4.166666666666667,Recommended
Women's clothing store,WA,**,2018,4.230796706151602,Recommended
Bathroom supply store,MS,**,2019,4.4013276137092365,Recommended
Pet groomer,NM,**,2015,3.0,Discreet
BBQ area,WA,**,2016,4.4,Recommended
Refrigerator repair service,MS,**,2021,3.2083333333333335,Discreet
Video game store,NM,**,2017,4.1131588291120496,Recommended
Fusion restaurant,NM,***,2016,4.3125,Recommended
Truck dealer,NH,**,2020,3.6296296296296298,Recommended
Persian restaurant,NM,**,2021,4.628571428571428,Highly recommended
Education center,AL,*,2016,4.833333333333333,Highly recommended
Swimwear store,MS,***,2017,4.0,Recommended
Brunch restaurant,Unknown,*,2015,4.166666666666667,Recommended
Plumbing supply store,MS,**,2015,5.0,Highly recommended
Restaurant,NM,***,2018,4.4334618750729256,Recommended
Flooring store,MS,**,2021,4.285714285714286,Recommended
Buffet restaurant,NH,*,2021,3.7880952380952384,Recommended
Seasonal goods store,WA,**,2018,4.169463053696424,Recommended
Glassware store,WA,**,2018,4.290579828034676,Recommended
Caterer,AL,***,2018,4.608586715385619,Highly recommended
Raw food restaurant,WA,*,2017,4.292929292929293,Recommended
Fish and chips takeaway,WA,**,2015,4.541666666666667,Highly recommended
Linens store,MS,*,2017,4.522321428571429,Highly recommended
Stylist,NM,**,2016,5.0,Highly recommended
American restaurant,NH,***,2019,4.49892076624075,Recommended
Banquet hall,NM,***,2017,4.404494382022472,Recommended
Skin care clinic,NH,**,2016,5.0,Highly recommended
Takeout restaurant,AL,**,2020,4.061742424242424,Recommended
Kitchen furniture store,NM,**,2020,3.758288770053476,Recommended
Microwave oven repair service,Unknown,**,2015,5.0,Highly recommended
Costume store,NH,*,2020,4.052549319050359,Recommended
Watch store,WA,***,2019,4.105056987918474,Recommended
Eye care center,AL,*,2019,3.378703703703704,Discreet
Freight forwarding service,NM,**,2016,5.0,Highly recommended
Thrift store,MS,*,2020,3.6612883258716593,Recommended
Dollar store,NH,*,2017,4.071852159169106,Recommended
Computer repair service,MS,**,2021,1.0,Not recommended
Brunch restaurant,NM,**,2018,4.457782158262429,Recommended
Delivery Restaurant,AL,*,2019,3.988491839692719,Recommended
Cafe,NM,*,2015,4.132300426845882,Recommended
New American restaurant,WA,**,2017,4.339791882327084,Recommended
Brunch restaurant,WA,****,2016,4.493827160493828,Recommended
Traditional restaurant,WA,**,2019,4.28347465112171,Recommended
Soft drinks shop,MS,*,2019,4.826229508196722,Highly recommended
Pet groomer,WA,**,2015,4.178571428571429,Recommended
French restaurant,AL,**,2019,4.642857142857143,Highly recommended
Korean barbecue restaurant,WA,*,2021,4.45952380952381,Recommended
Electronic parts supplier,AL,*,2021,4.067037037037037,Recommended
Peruvian restaurant,NM,*,2019,4.578512396694215,Highly recommended
